Code,Event Name,Title,Composer,Arranger,Genre,Publisher [Collection],Grade,Specification,Total,Flute,Oboe,Clarinet,Bassoon,Saxophone,Trumpet,Horn,Trombone,Euphonium,Tuba,Percussion
100-3-15542,Band,Suite on Greek Love Songs,van Lijnschooten,,,Molenaar,3,(play mvt 2 plus one other mvt),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15541,Band,Suite Provencale,Van der Roost,,,De Haske Publications,3,(play mvt 4 plus one other mvt),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30042,Band,Summer Resounding,Balmages,,,FJH Music Company,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-28666,Band,Sussex Mummers Christmas Carol,Grainger,Goldman,,E.C. Schirmer Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15511,Band,Swedish Melody,Slocum,,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25224,Band,"Swing Low, Sweet Chariot",Rouse,,,Manhattan Beach Music,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15303,Band,Symphonic Overture,Carter,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15550,Band,Symphonic Suite,Williams,,,"Belwin, Inc",3,(play three mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15472,Band,Symphonie for Band,Jadin,Schaefer,,Shawnee Press,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15495,Band,Symphony for Band,Persichetti,,,"Elkan-Vogel Company, Inc.",3,(play one mvt),7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-3-28263,Band,Tales from Andersen,Ellerby,,,Multiple Publishers;Studio Publications;Southern Music Company,3,"(play mvt 2 or 4, plus two additional mvts)",6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15371,Band,The Battle of Jericho,Spinney,,,"Belwin, Inc",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15510,Band,The Fire of Eternal Glory,Shostakovich,Rhea,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15434,Band,The Girl With The Flaxen Hair,Debussy,Brand,,G&M Brand,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28228,Band,The Jig is Up,Kallman,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15499,Band,The King of Love My Shepherd Is,Reed,,,C.L. Barnhouse Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30117,Band,The Last Rose of Summer,Anderson,Wagner,,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28254,Band,The Lowlands of Scotland,Vaughan Williams,Daehn,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30122,Band,The Minstrel Boy,Anon. or Trad.,Anderson,,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30118,Band,The Old Red Mill,Karrick,,,"Carl Fischer, Inc.",3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-15483,Band,The Renaissance Fair,Margolis,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30987,Band,The Seal Lullaby,Whitacre,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30119,Band,The Sun Just Touched the Morning,Burns,,,Grand Mesa Music Publishers,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30120,Band,The Water Is Wide,Kirby,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30121,Band,The Wearing of the Green,Anderson,Wagner,,"Alfred Music Company, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30124,Band,The Whispering Tree,Farmer,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28244,Band,The Willows of Winter,Brooks,,,Grand Mesa Music Publishers,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,7.00,6.00,6.00,6.00,6.00
100-3-15474,Band,Third Suite,Jager,,,"Belwin, Inc",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15518,Band,Three American Dances,Stuart,,,Shawnee Press,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15519,Band,Three Ayres from Gloucester,Stuart,,,Shawnee Press,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15481,Band,Three Chorale Preludes,Latham,,,"Belwin, Inc",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15517,Band,Three English Dances,Anon. or Trad.,Stone,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15476,Band,Three Folk Miniatures,Anon. or Trad.,Jutras,,C.L. Barnhouse Company,3,,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
100-3-29126,Band,Three London Miniatures,Camphouse,,,TRN Music Publisher,3,(play mvt 2 plus one other),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15520,Band,Three on the Isle,Stuart,,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15421,Band,Three Preludes,Bruckner,Broege,,Daehn Publications,3,(play two),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15501,Band,Three Russian Cameos,Rhoads,,,TRN Music Publisher,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15521,Band,Three Songs from Sussex,Stuart,,,Shawnee Press,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25231,Band,Three Studies in English Folk Song,Vaughan Williams,Harbinson,,"Alfred Music Company, Inc.",3,"(play mvt 3 plus, at least, one additional mvt)",6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30125,Band,Toccata,Burns,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25210,Band,Toccata for Band,Erickson,,,"Bourne, Co.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-31037,Band,Tonadillas Suite,Granados,Ford,,"Alfred Music Company, Inc.",3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15502,Band,Tres Danzas de Mexico,Rhoads,,,TRN Music Publisher,3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30034,Band,Tribute,Cross,,,"Boosey & Hawkes, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-31790,Band,Tudor Sketches,Owens,,,FJH Music Company,3,(play all),3.00,3.00,4.00,3.00,4.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00
100-3-29579,Band,Twilight in the Wilderness,Tucker,,,Southern Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15453,Band,Two Grainger Melodies,Grainger,Kreines,,C.L. Barnhouse Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25206,Band,Two Irish Sketches,Black,,,"Alfred Music Company, Inc.",3,(play all),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-25228,Band,Two Songs by Edward McDowell,McDowell,Stuart,,Concert Works Unlimited,3,(play both mvts),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15516,Band,Ukrainian Folk Songs,Stevens,Schaefer,,TRN Music Publisher,3,"(play 1, 2, 9, & 11)",6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-15470,Band,Variations,Hull,,,Wynn Music Publishers,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15525,Band,Variations On A Danish Folk Song,Sudduth,,,RBC Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15430,Band,Variations on Scarborough Fair,Custer,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,6.00,5.00,5.00,5.00,5.00
100-3-33290,Band,Viva!,Wilds,,,FJH Music Company,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28235,Band,Voices of the Sky,Hazo,,,"Hal Leonard Music, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-30764,Band,War March of the Priest,Mendelssohn/Bartholday,Balfoort,,Tierolff Muziekcentrale,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28206,Band,Wayfaring Stranger,Rouse,,,Manhattan Beach Music,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-34117,Band,We May Rise,Hagenberg,Hazzard,,"Hal Leonard Music, Inc.",3,(must use piano),5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15509,Band,West Highlands Sojourn,Sheldon,,,C.L. Barnhouse Company,3,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-28208,Band,What Goes in the Night,Giroux,,,MPropria,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15422,Band,William Byrd Suite,Byrd,Jacob,,"Boosey & Hawkes, Inc.",3,(play two mvts),6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-3-30126,Band,Winter on Emerald Bay,Silva,,,"Carl Fischer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-28663,Band,With Quiet Courage,Daehn,,,Daehn Publications,3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-3-15454,Band,Ye Banks and Braes O' Bonnie Doon,Grainger,,,"G. Schirmer, Inc.",3,,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
100-4-31918,Band,A Drop of Rain,Hernandez,,,Adrian Hernandez,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15647,Band,A Festival Prelude,Reed,,,"Hal Leonard Music, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15648,Band,A Jubilant Overture,Reed,,,C.L. Barnhouse Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-33291,Band,A la Machaut,Boss,,,Murphy Music Press,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15663,Band,A Longford Legend,Sheldon,,,"Alfred Music Company, Inc.",4,(play all),7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-25237,Band,A Pacific Trilogy,Fry,,,Southern Music Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15674,Band,A Passing Fantasy,Tull,,,Southern Music Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30127,Band,A Simple Song,Bernstein,Sweeney,,"Multiple Publishers;Boosey & Hawkes, Inc.;Hal Leonard Music, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-25240,Band,A Tribute to Grainger,Grainger,Ragsdale,,Southern Music Company,4,(play all),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-33280,Band,Acadiana,Ticheli,,,Manhattan Beach Music,4,(play any two mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-15669,Band,Allerseelen,Strauss,Davis,,Ludwig Music Publishing Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-25138,Band,An American Elegy,Ticheli,,,Manhattan Beach Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15627,Band,Argentum,Mahr,,,Neil A. Kjos Music Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-32055,Band,Arirang and Akatonbo,Yamada,Koh,,Bravo Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15621,Band,Armenian Dances,Khachaturian,Satz,,Edwin F. Kalmus,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-31923,Band,As One Listens to the Rain,French,,,"Boosey & Hawkes, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-28184,Band,Ave Maria,Biebl,Cameron,,"Boosey & Hawkes, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15640,Band,Bagatelles for Band,Persichetti,,,Multiple Publishers;Edwin F. Kalmus;Theodore Presser Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30039,Band,Bali,Colgrass,,,"Carl Fischer, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15676,Band,Balkanya,Van der Roost,,,De Haske Publications,4,(play mvts 1 & 2 or mvts 2 & 3),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-15594,Band,Ballad for Band,Gould,,,"G. Schirmer, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-29127,Band,Bandancing,Stamp,,,Neil A. Kjos Music Company,4,(play 3 mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-25238,Band,Be Thou My Vision,Gillingham,,,CAI,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30986,Band,Blithe Bells,Bach,Grainger,,Bardic Edition Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15575,Band,Blue Lake,Chance,,,"Boosey & Hawkes, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15628,Band,Bouquets,Mailman,,,"Carl Fischer, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-25242,Band,British Waterside,Grainger,Wilson,,Amstel Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30128,Band,Brook Green Suite,Holst,Curnow,,"G. Schirmer, Inc.",4,(play all),7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15671,Band,Cajun Folk Songs II,Ticheli,,,Manhattan Beach Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-25205,Band,Canarios Fantasia,Akey,,,"Alfred Music Company, Inc.",4,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
100-4-15567,Band,Candide Suite,Bernstein,Grundman,,"Boosey & Hawkes, Inc.",4,(play three mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-29136,Band,Canzona Bergamasca,Scheidt,Daehn,,Daehn Publications,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15638,Band,Carmina Burana,Orff,Krance,,European American,4,"(play mvts 1 & 2, plus three other mvts or play mvt 13, plus 3 other mvts)",8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-30131,Band,Ceremonial Dances,Anon. or Trad.,Danner,,Grand Mesa Music Publishers,4,(play all mvts),7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15586,Band,Chanson de Matin,Elgar,De Meij,,Molenaar,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30133,Band,Children's Folksong Suite,Walczyk,,,Keveli Music,4,(play all five mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-34116,Band,Chingis Khan - The Land of Great Promise,Suzuki,,,Bravo Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15608,Band,Chorale and Alleluia,Hanson,,,"Carl Fischer, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15660,Band,Chorale and Capriccio,Running,,,Shawnee Press,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15689,Band,Chorale and Shaker Dance,Zdechlik,,,Neil A. Kjos Music Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15641,Band,Chorale Prelude: So Pure the Star,Persichetti,,,"Elkan-Vogel Company, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15642,Band,Chorale Prelude: Turn Not Thy Face,Persichetti,,,"Elkan-Vogel Company, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15619,Band,Colonial Airs and Dances,Jager,,,Neil A. Kjos Music Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15630,Band,Color,Margolis,,,Manhattan Beach Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30134,Band,Con Sabor Espanol,Buckley,,,Cimarron Music Press,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15606,Band,Concord,Grundman,,,"Boosey & Hawkes, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-31792,Band,Contrapunctus V,"Bach, J.S.",Daehn,,Daehn Publications,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15636,Band,Courtly Airs and Dances,Nelson,,,Ludwig Music Publishing Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-29128,Band,Culloden,Giroux,,,MPropria,4,(play mvts 1 & 2 or mvt 3),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-15668,Band,Dance Movements,Sparke,,,Studio Publications,4,(play at least 1 mvt),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-29137,Band,Dancing at Stonehenge,Suter,,,Southern Music Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-31791,Band,Dancing Day,Colonna,,,BandT Publications,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-34105,Band,Diamond Tide,Cuong,,,Murphy Music Press,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30772,Band,Discover the Wild,Fuchs,,,Marks Music Corporation,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15643,Band,Divertimento for Band,Persichetti,,,Theodore Presser Company,4,(play mvt 1 plus three mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-25248,Band,Divertimento for Symphonic Winds and Percussion,Husa,Boyd,,Ludwig Music Publishing Company,4,(play any  three mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-32066,Band,Downtown Divertimento,de Meij,,,Amstel Music,4,(play all),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-31785,Band,Dublin Dances,Van der Roost,,,De Haske Publications,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-30135,Band,Dusk,Bryant,,,"Multiple Publishers;Hal Leonard Music, Inc.;Steven Bryant",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15721,Band,Early Light,Bremer,,,"Carl Fischer, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15595,Band,Eastern Intermezzo,Grainger,Warshaw,,RBC Publications,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15626,Band,Elegy for a Young American,LoPresti,,,Theodore Presser Company,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15623,Band,English Country Settings,La Plante,,,Daehn Publications,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15554,Band,"English Dances, Set 1",Arnold,Johnstone,,Lengnick,4,(play three mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-15555,Band,"English Dances, Set II",Arnold,Herbert,,Lengnick,4,(play three mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-25235,Band,"Enigma Variations, Opus 36",Elgar,Patterson,,Merlin Patterson,4,"(play Theme, Variation 1, & at least two from Variations 4, 5, 9, 11, & 14)",8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-28166,Band,"Enigma Variations, Opus 36",Elgar,Slocum,,TRN Music Publisher,4,(play Theme & three variations),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-28211,Band,Exhortation and Praise!,Reed,,,Mast,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15591,Band,Fantasia For Band,Giannini,,,"Belwin, Inc",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15616,Band,Fantasia on an English Folk Song,Jacob,,,G&M Brand,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-28234,Band,Fantasy on a Japanese Folk Song,Hazo,,,"Hal Leonard Music, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15625,Band,Festival in Russia,Liadov,Wilcox,,Manhattan Beach Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15611,Band,First Suite in Eb,Holst,Matthews,,"Boosey & Hawkes, Inc.",4,(play two mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-29980,Band,First Suite in Eb for Military Band,Holst,Fennell,,Ludwig Music Publishing Company,4,(play two mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-30765,Band,Five English Folk Songs,Vaughan Williams,Feldman,,Tierolff Muziekcentrale,4,"(play 1st & last mvts, plus at least one additional mvt)",8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-33127,Band,Flower Clock,Morita,,,Bravo Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15664,Band,Folk Dances,Shostakovich,Reynolds,,"Carl Fischer, Inc.",4,(POP) Publisher is unable to print the arrangement (including scores) or sell the arrangement.,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-33126,Band,For Heaven and the Future,Hazo,,,"Hal Leonard Music, Inc.",4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-15556,Band,Four Scottish Dances,Arnold,Paynter,,"Carl Fischer, Inc.",4,(play three mvts),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
100-4-15583,Band,From Every Horizon,Dello Joio,,,Masters Music Publications,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-25247,Band,Fu-Mon,Hiroshi Hoshina,,,Bravo Music,4,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
100-4-28177,Band,Gazebo Dances for Band,Corigliano,,,"G. Schirmer, Inc.",4,(play mvt 3 plus 1 other mvt) (rental only),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
